Date,Adj Close,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
2021-02-10,132.589599609375,135.38999938964844,136.99000549316406,134.39999389648438,136.47999572753906,73046600
2021-02-11,132.3350067138672,135.1300048828125,136.38999938964844,133.77000427246094,135.89999389648438,64280000
2021-02-12,132.5700225830078,135.3699951171875,135.52999877929688,133.69000244140625,134.35000610351562,60145100
2021-02-16,130.4351348876953,133.19000244140625,136.00999450683594,132.7899932861328,135.49000549316406,80576300
2021-02-17,128.1337432861328,130.83999633789062,132.22000122070312,129.47000122070312,131.25,97918500
2021-02-18,127.02710723876953,129.7100067138672,130.0,127.41000366210938,129.1999969482422,96856700
2021-02-19,127.18379974365234,129.8699951171875,130.7100067138672,128.8000030517578,130.24000549316406,87668800
2021-02-22,123.39384460449219,126.0,129.72000122070312,125.5999984741211,128.00999450683594,103916400
2021-02-23,123.25674438476562,125.86000061035156,126.70999908447266,118.38999938964844,123.76000213623047,158273000
2021-02-24,122.75728607177734,125.3499984741211,125.55999755859375,122.2300033569336,124.94000244140625,111039900
2021-02-25,118.48747253417969,120.98999786376953,126.45999908447266,120.54000091552734,124.68000030517578,148199500
2021-02-26,118.75187683105469,121.26000213623047,124.8499984741211,121.19999694824219,122.58999633789062,164560400
2021-03-01,125.14682006835938,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900
2021-03-02,122.53203582763672,125.12000274658203,128.72000122070312,125.01000213623047,128.41000366210938,102260900
2021-03-03,119.53534698486328,122.05999755859375,125.70999908447266,121.83999633789062,124.80999755859375,112966300
2021-03-04,117.645263671875,120.12999725341797,123.5999984741211,118.62000274658203,121.75,178155000
2021-03-05,118.90858459472656,121.41999816894531,121.94000244140625,117.56999969482422,120.9800033569336,153766600
2021-03-08,113.9532470703125,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600
2021-03-09,118.58540344238281,121.08999633789062,122.05999755859375,118.79000091552734,119.02999877929688,129525800
2021-03-10,117.49835968017578,119.9800033569336,122.16999816894531,119.44999694824219,121.69000244140625,111943300
2021-03-11,119.43741607666016,121.95999908447266,123.20999908447266,121.26000213623047,122.54000091552734,103026500
2021-03-12,118.52664947509766,121.02999877929688,121.16999816894531,119.16000366210938,120.4000015258789,88105100
2021-03-15,121.4254150390625,123.98999786376953,124.0,120.41999816894531,121.41000366210938,92403800
2021-03-16,122.97274780273438,125.56999969482422,127.22000122070312,124.72000122070312,125.69999694824219,115227900
2021-03-17,122.17948913574219,124.76000213623047,125.86000061035156,122.33999633789062,124.05000305175781,111932600
2021-03-18,118.03699493408203,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341797,121229700
2021-03-19,117.50814819335938,119.98999786376953,121.43000030517578,119.68000030517578,119.9000015258789,185549500
2021-03-22,120.83781433105469,123.38999938964844,123.87000274658203,120.26000213623047,120.33000183105469,111912300
2021-03-23,120.00540161132812,122.54000091552734,124.23999786376953,122.13999938964844,123.33000183105469,95467100
2021-03-24,117.6060791015625,120.08999633789062,122.9000015258789,120.06999969482422,122.81999969482422,88530500
2021-03-25,118.09574127197266,120.58999633789062,121.66000366210938,119.0,119.54000091552734,98844700
2021-03-26,118.70292663574219,121.20999908447266,121.4800033569336,118.91999816894531,120.3499984741211,94071200
2021-03-29,118.87919616699219,121.38999938964844,122.58000183105469,120.7300033569336,121.6500015258789,80819200
2021-03-30,117.42001342773438,119.9000015258789,120.4000015258789,118.86000061035156,120.11000061035156,85671900
2021-03-31,119.62348937988281,122.1500015258789,123.5199966430664,121.1500015258789,121.6500015258789,118323800
2021-04-01,120.45588684082031,123.0,124.18000030517578,122.48999786376953,123.66000366210938,75089100
2021-04-05,123.29591369628906,125.9000015258789,126.16000366210938,123.06999969482422,123.87000274658203,88651200
2021-04-06,123.5995101928711,126.20999908447266,127.12999725341797,125.6500015258789,126.5,80171300
2021-04-07,125.25455474853516,127.9000015258789,127.91999816894531,125.13999938964844,125.83000183105469,83466700
2021-04-08,127.66365814208984,130.36000061035156,130.38999938964844,128.52000427246094,128.9499969482422,88844600
2021-04-09,130.2490692138672,133.0,133.0399932861328,129.47000122070312,129.8000030517578,106686700
2021-04-12,128.52548217773438,131.24000549316406,132.85000610351562,130.6300048828125,132.52000427246094,91420000
2021-04-13,131.6494903564453,134.42999267578125,134.66000366210938,131.92999267578125,132.44000244140625,91266500
2021-04-14,129.2991180419922,132.02999877929688,135.0,131.66000366210938,134.94000244140625,87222800
2021-04-15,131.71803283691406,134.5,135.0,133.63999938964844,133.82000732421875,89347100
2021-04-16,131.3850555419922,134.16000366210938,134.6699981689453,133.27999877929688,134.3000030517578,84922400
2021-04-19,132.05099487304688,134.83999633789062,135.47000122070312,133.33999633789062,133.50999450683594,94264200
2021-04-20,130.35679626464844,133.11000061035156,135.52999877929688,131.80999755859375,135.02000427246094,94812300
2021-04-21,130.7387237548828,133.5,133.75,131.3000030517578,132.36000061035156,68847100
2021-04-22,129.21099853515625,131.94000244140625,134.14999389648438,131.41000366210938,133.0399932861328,84566500
2021-04-23,131.54177856445312,134.32000732421875,135.1199951171875,132.16000366210938,132.16000366210938,78657500
2021-04-26,131.9334716796875,134.72000122070312,135.05999755859375,133.55999755859375,134.8300018310547,66905100
2021-04-27,131.6103057861328,134.38999938964844,135.41000366210938,134.11000061035156,135.00999450683594,66015800
2021-04-28,130.81704711914062,133.5800018310547,135.02000427246094,133.0800018310547,134.30999755859375,107760100
2021-04-29,130.71914672851562,133.47999572753906,137.07000732421875,132.4499969482422,136.47000122070312,151101000
2021-04-30,128.7409210205078,131.4600067138672,133.55999755859375,131.07000732421875,131.77999877929688,109839500
2021-05-03,129.79856872558594,132.5399932861328,134.07000732421875,131.8300018310547,132.0399932861328,75135100
2021-05-04,125.20558166503906,127.8499984741211,131.49000549316406,126.69999694824219,131.19000244140625,137564700
2021-05-05,125.45040130615234,128.10000610351562,130.4499969482422,127.97000122070312,129.1999969482422,84000900
2021-05-06,127.0564956665039,129.74000549316406,129.75,127.12999725341797,127.88999938964844,78128300
2021-05-07,127.73338317871094,130.2100067138672,131.25999450683594,129.47999572753906,130.85000610351562,78973300
2021-05-10,124.43727111816406,126.8499984741211,129.5399932861328,126.80999755859375,129.41000366210938,88071200
2021-05-11,123.5151596069336,125.91000366210938,126.2699966430664,122.7699966430664,123.5,126142800
2021-05-12,120.43486022949219,122.7699966430664,124.63999938964844,122.25,123.4000015258789,112172300
2021-05-13,122.59302520751953,124.97000122070312,126.1500015258789,124.26000213623047,124.58000183105469,105861300
2021-05-14,125.0258560180664,127.44999694824219,127.88999938964844,125.8499984741211,126.25,81918000
2021-05-17,123.86830139160156,126.2699966430664,126.93000030517578,125.16999816894531,126.81999969482422,74244600
2021-05-18,122.47528839111328,124.8499984741211,126.98999786376953,124.77999877929688,126.55999755859375,63342900
2021-05-19,122.31835174560547,124.69000244140625,124.91999816894531,122.86000061035156,123.16000366210938,92612000
2021-05-20,124.88851165771484,127.30999755859375,127.72000122070312,125.0999984741211,125.2300033569336,76857100
2021-05-21,123.0442886352539,125.43000030517578,128.0,125.20999908447266,127.81999969482422,79295400
2021-05-24,124.68252563476562,127.0999984741211,127.94000244140625,125.94000244140625,126.01000213623047,63092900
2021-05-25,124.48631286621094,126.9000015258789,128.32000732421875,126.31999969482422,127.81999969482422,72009500
2021-05-26,124.43727111816406,126.8499984741211,127.38999938964844,126.41999816894531,126.95999908447266,56575900
2021-05-27,122.89712524414062,125.27999877929688,127.63999938964844,125.08000183105469,126.44000244140625,94625600
2021-05-28,122.23987579345703,124.61000061035156,125.80000305175781,124.55000305175781,125.56999969482422,71311100
2021-06-01,121.9161376953125,124.27999877929688,125.3499984741211,123.94000244140625,125.08000183105469,67637100
2021-06-02,122.68130493164062,125.05999755859375,125.23999786376953,124.05000305175781,124.27999877929688,59278900
2021-06-03,121.19023132324219,123.54000091552734,124.8499984741211,123.12999725341797,124.68000030517578,76229200
2021-06-04,123.49553680419922,125.88999938964844,126.16000366210938,123.8499984741211,124.06999969482422,75169300
2021-06-07,123.50534057617188,125.9000015258789,126.31999969482422,124.83000183105469,126.16999816894531,71057600
2021-06-08,124.32935333251953,126.73999786376953,128.4600067138672,126.20999908447266,126.5999984741211,74403800
2021-06-09,124.71192932128906,127.12999725341797,127.75,126.5199966430664,127.20999908447266,56877900
2021-06-10,123.71134948730469,126.11000061035156,128.19000244140625,125.94000244140625,127.0199966430664,71186400
2021-06-11,124.92776489257812,127.3499984741211,127.44000244140625,126.0999984741211,126.52999877929688,53522400
2021-06-14,127.99824523925781,130.47999572753906,130.5399932861328,127.06999969482422,127.81999969482422,96906500
2021-06-15,127.17420959472656,129.63999938964844,130.60000610351562,129.38999938964844,129.94000244140625,62746300
2021-06-16,127.67450714111328,130.14999389648438,130.88999938964844,128.4600067138672,130.3699951171875,91815000
2021-06-17,129.2833251953125,131.7899932861328,132.5500030517578,129.64999389648438,129.8000030517578,96721700
2021-06-18,127.97862243652344,130.4600067138672,131.50999450683594,130.24000549316406,130.7100067138672,108953300
2021-06-21,129.7836151123047,132.3000030517578,132.41000366210938,129.2100067138672,130.3000030517578,79663300
2021-06-22,131.43167114257812,133.97999572753906,134.0800018310547,131.6199951171875,132.1300048828125,74783600
2021-06-23,131.156982421875,133.6999969482422,134.32000732421875,133.22999572753906,133.77000427246094,60214200
2021-06-24,130.87249755859375,133.41000366210938,134.63999938964844,132.92999267578125,134.4499969482422,68711000
2021-06-25,130.5782012939453,133.11000061035156,133.88999938964844,132.80999755859375,133.4600067138672,70783700
2021-06-28,132.21641540527344,134.77999877929688,135.25,133.35000610351562,133.41000366210938,62111300
2021-06-29,133.7369384765625,136.3300018310547,136.49000549316406,134.35000610351562,134.8000030517578,64556100
2021-06-30,134.35498046875,136.9600067138672,137.41000366210938,135.8699951171875,136.1699981689453,63261400
2021-07-01,134.65904235839844,137.27000427246094,137.3300018310547,135.75999450683594,136.60000610351562,52485800
2021-07-02,137.2979278564453,139.9600067138672,140.0,137.75,137.89999389648438,78852600
2021-07-06,139.3187255859375,142.02000427246094,143.14999389648438,140.07000732421875,140.07000732421875,108181800
2021-07-07,141.8202362060547,144.57000732421875,144.88999938964844,142.66000366210938,143.5399932861328,104911600
2021-07-08,140.51553344726562,143.24000549316406,144.05999755859375,140.6699981689453,141.5800018310547,105575500
2021-07-09,142.3499755859375,145.11000061035156,145.64999389648438,142.64999389648438,142.75,99890800
2021-07-12,141.75155639648438,144.5,146.32000732421875,144.0,146.2100067138672,76299700
2021-07-13,142.869873046875,145.63999938964844,147.4600067138672,143.6300048828125,144.02999877929688,100827100
2021-07-14,146.3131103515625,149.14999389648438,149.57000732421875,147.67999267578125,148.10000610351562,127050800
2021-07-15,145.65585327148438,148.47999572753906,150.0,147.08999633789062,149.24000549316406,106820300
2021-07-16,143.60560607910156,146.38999938964844,149.75999450683594,145.8800048828125,148.4600067138672,93251400
2021-07-19,139.7405548095703,142.4499969482422,144.07000732421875,141.6699981689453,143.75,121434600
2021-07-20,143.37017822265625,146.14999389648438,147.10000610351562,142.9600067138672,143.4600067138672,96350000
2021-07-21,142.6344451904297,145.39999389648438,146.1300048828125,144.6300048828125,145.52999877929688,74993500
2021-07-22,144.00779724121094,146.8000030517578,148.1999969482422,145.80999755859375,145.94000244140625,77338200
2021-07-23,145.73435974121094,148.55999755859375,148.72000122070312,146.9199981689453,147.5500030517578,71447400
2021-07-26,146.1561737060547,148.99000549316406,149.8300018310547,147.6999969482422,148.27000427246094,72434100
2021-07-27,143.97837829589844,146.77000427246094,149.2100067138672,145.5500030517578,149.1199951171875,104818600
2021-07-28,142.22239685058594,144.97999572753906,146.97000122070312,142.5399932861328,144.80999755859375,118931200
2021-07-29,142.869873046875,145.63999938964844,146.5500030517578,144.5800018310547,144.69000244140625,56699500
2021-07-30,143.08567810058594,145.86000061035156,146.3300018310547,144.11000061035156,144.3800048828125,70440600
2021-08-02,142.75218200683594,145.52000427246094,146.9499969482422,145.25,146.36000061035156,62880000
2021-08-03,144.55715942382812,147.36000061035156,148.0399932861328,145.17999267578125,145.80999755859375,64786600
2021-08-04,144.15493774414062,146.9499969482422,147.7899932861328,146.27999877929688,147.27000427246094,56368300
2021-08-05,144.2628631591797,147.05999755859375,147.83999633789062,146.1699981689453,146.97999572753906,46397700
2021-08-06,143.57518005371094,146.13999938964844,147.11000061035156,145.6300048828125,146.35000610351562,54126800
2021-08-09,143.5260009765625,146.08999633789062,146.6999969482422,145.52000427246094,146.1999969482422,48908700
2021-08-10,143.0446319580078,145.60000610351562,147.7100067138672,145.3000030517578,146.44000244140625,69023100
2021-08-11,143.30006408691406,145.86000061035156,146.72000122070312,145.52999877929688,146.0500030517578,48493500
2021-08-12,146.2769317626953,148.88999938964844,149.0500030517578,145.83999633789062,146.19000244140625,72282600
2021-08-13,146.48321533203125,149.10000610351562,149.44000244140625,148.27000427246094,148.97000122070312,59375000
2021-08-16,148.46774291992188,151.1199951171875,151.19000244140625,146.47000122070312,148.5399932861328,103296000
2021-08-17,147.5540771484375,150.19000244140625,151.67999267578125,149.08999633789062,150.22999572753906,92229700
2021-08-18,143.7913055419922,146.36000061035156,150.72000122070312,146.14999389648438,149.8000030517578,86326000
2021-08-19,144.12533569335938,146.6999969482422,148.0,144.5,145.02999877929688,86960300
2021-08-20,145.5891571044922,148.19000244140625,148.5,146.77999877929688,147.44000244140625,60549600
2021-08-23,147.08250427246094,149.7100067138672,150.19000244140625,147.88999938964844,148.30999755859375,60131800
2021-08-24,146.9940643310547,149.6199951171875,150.86000061035156,149.14999389648438,149.4499969482422,48606400
2021-08-25,145.7561798095703,148.36000061035156,150.32000732421875,147.8000030517578,149.80999755859375,58991300
2021-08-26,144.95059204101562,147.5399932861328,149.1199951171875,147.50999450683594,148.35000610351562,48597200
2021-08-27,145.99200439453125,148.60000610351562,148.75,146.8300018310547,147.47999572753906,55802400
2021-08-30,150.43267822265625,153.1199951171875,153.49000549316406,148.61000061035156,149.0,90956700
2021-08-31,149.165283203125,151.8300018310547,152.8000030517578,151.2899932861328,152.66000366210938,86453100
2021-09-01,149.83331298828125,152.50999450683594,154.97999572753906,152.33999633789062,152.8300018310547,80313700
2021-09-02,150.953369140625,153.64999389648438,154.72000122070312,152.39999389648438,153.8699951171875,71115500
2021-09-03,151.59197998046875,154.3000030517578,154.6300048828125,153.08999633789062,153.75999450683594,57808700
2021-09-07,153.94003295898438,156.69000244140625,157.25999450683594,154.38999938964844,154.97000122070312,82278300
2021-09-08,152.38772583007812,155.11000061035156,157.0399932861328,153.97999572753906,156.97999572753906,74420200
2021-09-09,151.36599731445312,154.07000732421875,156.11000061035156,153.9499969482422,155.49000549316406,57305700
2021-09-10,146.35549926757812,148.97000122070312,155.47999572753906,148.6999969482422,155.0,140893200
2021-09-13,146.92529296875,149.5500030517578,151.4199981689453,148.75,150.6300048828125,102404300
2021-09-14,145.52041625976562,148.1199951171875,151.07000732421875,146.91000366210938,150.35000610351562,109296300
2021-09-15,146.4144287109375,149.02999877929688,149.44000244140625,146.3699951171875,148.55999755859375,83281300
2021-09-16,146.1786346435547,148.7899932861328,148.97000122070312,147.22000122070312,148.44000244140625,68034100
2021-09-17,143.49655151367188,146.05999755859375,148.82000732421875,145.75999450683594,148.82000732421875,129868800
2021-09-20,140.43133544921875,142.94000244140625,144.83999633789062,141.27000427246094,143.8000030517578,123478900
2021-09-21,140.91270446777344,143.42999267578125,144.60000610351562,142.77999877929688,143.92999267578125,75834000
2021-09-22,143.29022216796875,145.85000610351562,146.42999267578125,143.6999969482422,144.4499969482422,76404300
2021-09-23,144.25303649902344,146.8300018310547,147.0800018310547,145.63999938964844,146.64999389648438,64838200
2021-09-24,144.3414764404297,146.9199981689453,147.47000122070312,145.55999755859375,145.66000366210938,53477900
2021-09-27,142.81866455078125,145.3699951171875,145.9600067138672,143.82000732421875,145.47000122070312,74150700
2021-09-28,139.41940307617188,141.91000366210938,144.75,141.69000244140625,143.25,108972300
2021-09-29,140.32325744628906,142.8300018310547,144.4499969482422,142.02999877929688,142.47000122070312,74602000
2021-09-30,139.01658630371094,141.5,144.3800048828125,141.27999877929688,143.66000366210938,89056700
2021-10-01,140.14642333984375,142.64999389648438,142.9199981689453,139.11000061035156,141.89999389648438,94639600
2021-10-04,136.69802856445312,139.13999938964844,142.2100067138672,138.27000427246094,141.75999450683594,98322000
2021-10-05,138.6334228515625,141.11000061035156,142.24000549316406,139.36000061035156,139.49000549316406,80861100
2021-10-06,139.50782775878906,142.0,142.14999389648438,138.3699951171875,139.47000122070312,83221100
2021-10-07,140.77516174316406,143.2899932861328,144.22000122070312,142.72000122070312,143.05999755859375,61732700
2021-10-08,140.39202880859375,142.89999389648438,144.17999267578125,142.55999755859375,144.02999877929688,58773200
2021-10-11,140.30357360839844,142.80999755859375,144.80999755859375,141.80999755859375,142.27000427246094,64452200
2021-10-12,139.0264129638672,141.50999450683594,143.25,141.0399932861328,143.22999572753906,73035900
2021-10-13,138.43692016601562,140.91000366210938,141.39999389648438,139.1999969482422,141.24000549316406,78762700
2021-10-14,141.23692321777344,143.75999450683594,143.8800048828125,141.50999450683594,142.11000061035156,69907100
2021-10-15,142.29798889160156,144.83999633789062,144.89999389648438,143.50999450683594,143.77000427246094,67940300
2021-10-18,143.97796630859375,146.5500030517578,146.83999633789062,143.16000366210938,143.4499969482422,85589200
2021-10-19,146.14913940429688,148.75999450683594,149.1699981689453,146.5500030517578,147.00999450683594,76378900
2021-10-20,146.640380859375,149.25999450683594,149.75,148.1199951171875,148.6999969482422,58418800
2021-10-21,146.8565216064453,149.47999572753906,149.63999938964844,147.8699951171875,148.80999755859375,61421000
2021-10-22,146.08038330078125,148.69000244140625,150.17999267578125,148.63999938964844,149.69000244140625,58883400
2021-10-25,146.03128051757812,148.63999938964844,149.3699951171875,147.6199951171875,148.67999267578125,50720600
2021-10-26,146.69935607910156,149.32000732421875,150.83999633789062,149.00999450683594,149.3300018310547,60893400
2021-10-27,146.23757934570312,148.85000610351562,149.72999572753906,148.49000549316406,149.36000061035156,56094900
2021-10-28,149.89230346679688,152.57000732421875,153.1699981689453,149.72000122070312,149.82000732421875,100077900
2021-10-29,147.17091369628906,149.8000030517578,149.94000244140625,146.41000366210938,147.22000122070312,124953200
2021-11-01,146.34567260742188,148.9600067138672,149.6999969482422,147.8000030517578,148.99000549316406,74588300
2021-11-02,147.3870849609375,150.02000427246094,151.57000732421875,148.64999389648438,148.66000366210938,69122000
2021-11-03,148.83128356933594,151.49000549316406,151.97000122070312,149.82000732421875,150.38999938964844,54511500
2021-11-04,148.31056213378906,150.9600067138672,152.42999267578125,150.63999938964844,151.5800018310547,60394600
2021-11-05,148.8418731689453,151.27999877929688,152.1999969482422,150.05999755859375,151.88999938964844,65463900
2021-11-08,148.015380859375,150.44000244140625,151.57000732421875,150.16000366210938,151.41000366210938,55020900
2021-11-09,148.3794708251953,150.80999755859375,151.42999267578125,150.05999755859375,150.1999969482422,56787900
2021-11-10,145.53599548339844,147.9199981689453,150.1300048828125,147.85000610351562,150.02000427246094,65187100
2021-11-11,145.48680114746094,147.8699951171875,149.42999267578125,147.67999267578125,148.9600067138672,41000000
2021-11-12,147.57266235351562,149.99000549316406,150.39999389648438,147.47999572753906,148.42999267578125,63804000
2021-11-15,147.58248901367188,150.0,151.8800048828125,149.42999267578125,150.3699951171875,59222800
2021-11-16,148.56637573242188,151.0,151.49000549316406,149.33999633789062,149.94000244140625,59256200
2021-11-17,151.01625061035156,153.49000549316406,155.0,150.99000549316406,151.0,88807000
2021-11-18,155.3256378173828,157.8699951171875,158.6699981689453,153.0500030517578,153.7100067138672,137827700
2021-11-19,157.96246337890625,160.5500030517578,161.02000427246094,156.52999877929688,157.64999389648438,117305600
2021-11-22,158.42486572265625,161.02000427246094,165.6999969482422,161.0,161.67999267578125,117467900
2021-11-23,158.80856323242188,161.41000366210938,161.8000030517578,159.05999755859375,161.1199951171875,96041900
2021-11-24,159.33006286621094,161.94000244140625,162.13999938964844,159.63999938964844,160.75,69463600
2021-11-26,154.28271484375,156.80999755859375,160.4499969482422,156.36000061035156,159.57000732421875,76959800
2021-11-29,157.65745544433594,160.24000549316406,161.19000244140625,158.7899932861328,159.3699951171875,88748200
2021-11-30,162.6359100341797,165.3000030517578,165.52000427246094,159.9199981689453,159.99000549316406,174048100
2021-12-01,162.1144256591797,164.77000427246094,170.3000030517578,164.52999877929688,167.47999572753906,152052500
2021-12-02,161.1207275390625,163.75999450683594,164.1999969482422,157.8000030517578,158.74000549316406,136739200
2021-12-03,159.23165893554688,161.83999633789062,164.9600067138672,159.72000122070312,164.02000427246094,118023100
2021-12-06,162.6555938720703,165.32000732421875,167.8800048828125,164.27999877929688,164.2899932861328,107497000
2021-12-07,168.42112731933594,171.17999267578125,171.5800018310547,168.33999633789062,169.0800018310547,120405400
2021-12-08,172.25827026367188,175.0800018310547,175.9600067138672,170.6999969482422,172.1300048828125,116998900
2021-12-09,171.7466583251953,174.55999755859375,176.75,173.9199981689453,174.91000366210938,108923700
2021-12-10,176.55783081054688,179.4499969482422,179.6300048828125,174.69000244140625,175.2100067138672,115402700
2021-12-13,172.90765380859375,175.74000549316406,182.1300048828125,175.52999877929688,181.1199951171875,153237000
2021-12-14,171.52037048339844,174.3300018310547,177.74000549316406,172.2100067138672,175.25,139380400
2021-12-15,176.41026306152344,179.3000030517578,179.5,172.30999755859375,175.11000061035156,131063300
2021-12-16,169.48373413085938,172.25999450683594,181.13999938964844,170.75,179.27999877929688,150185800
2021-12-17,168.3817901611328,171.13999938964844,173.47000122070312,169.69000244140625,169.92999267578125,195432700
2021-12-20,167.01417541503906,169.75,170.5800018310547,167.4600067138672,168.27999877929688,107499100
2021-12-21,170.20199584960938,172.99000549316406,173.1999969482422,169.1199951171875,171.55999755859375,91185900
2021-12-22,172.80926513671875,175.63999938964844,175.86000061035156,172.14999389648438,173.0399932861328,92135300
2021-12-23,173.4389190673828,176.27999877929688,176.85000610351562,175.27000427246094,175.85000610351562,68356600
2021-12-27,177.42364501953125,180.3300018310547,180.4199981689453,177.07000732421875,177.08999633789062,74919600
2021-12-28,176.40042114257812,179.2899932861328,181.3300018310547,178.52999877929688,180.16000366210938,79144300
2021-12-29,176.48898315429688,179.3800048828125,180.6300048828125,178.13999938964844,179.3300018310547,62348900
2021-12-30,175.3280029296875,178.1999969482422,180.57000732421875,178.08999633789062,179.47000122070312,59773000
2021-12-31,174.70816040039062,177.57000732421875,179.22999572753906,177.25999450683594,178.08999633789062,64062300
2022-01-03,179.07656860351562,182.00999450683594,182.8800048828125,177.7100067138672,177.8300018310547,104487900
2022-01-04,176.8037872314453,179.6999969482422,182.94000244140625,179.1199951171875,182.6300048828125,99310400
2022-01-05,172.10089111328125,174.9199981689453,180.1699981689453,174.63999938964844,179.61000061035156,94537600
2022-01-06,169.2279052734375,172.0,175.3000030517578,171.63999938964844,172.6999969482422,96904000
2022-01-07,169.39517211914062,172.1699981689453,174.13999938964844,171.02999877929688,172.88999938964844,86709100
2022-01-10,169.41485595703125,172.19000244140625,172.5,168.1699981689453,169.0800018310547,106765600
2022-01-11,172.25827026367188,175.0800018310547,175.17999267578125,170.82000732421875,172.32000732421875,76138300
2022-01-12,172.70103454589844,175.52999877929688,177.17999267578125,174.82000732421875,176.1199951171875,74805200
2022-01-13,169.41485595703125,172.19000244140625,176.6199951171875,171.7899932861328,175.77999877929688,84505800
2022-01-14,170.2806854248047,173.07000732421875,173.77999877929688,171.08999633789062,171.33999633789062,80440800
2022-01-18,167.06338500976562,169.8000030517578,172.5399932861328,169.41000366210938,171.50999450683594,90956700
2022-01-19,163.5509033203125,166.22999572753906,171.0800018310547,165.94000244140625,170.0,94815000
2022-01-20,161.85862731933594,164.50999450683594,169.67999267578125,164.17999267578125,166.97999572753906,91420500
2022-01-21,159.79249572753906,162.41000366210938,166.3300018310547,162.3000030517578,164.4199981689453,122848900
2022-01-24,159.01522827148438,161.6199951171875,162.3000030517578,154.6999969482422,160.02000427246094,162294600
2022-01-25,157.2048797607422,159.77999877929688,162.75999450683594,157.02000427246094,158.97999572753906,115798400
2022-01-26,157.1163330078125,159.69000244140625,164.38999938964844,157.82000732421875,163.5,108275300
2022-01-27,156.65386962890625,159.22000122070312,163.83999633789062,158.27999877929688,162.4499969482422,121954600
2022-01-28,167.58482360839844,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700
2022-01-31,171.96311950683594,174.77999877929688,175.0,169.50999450683594,170.16000366210938,115541600
2022-02-01,171.7958526611328,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900
2022-02-02,173.0060272216797,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300
2022-02-03,170.11341857910156,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100
2022-02-04,169.8277130126953,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400
2022-02-07,169.1085662841797,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200
